135062.50,456212.50
135087.50,456212.50
136637.50,456162.50
136737.50,456162.50
129362.50,456137.50
129387.50,456137.50
136237.50,456137.50
136462.50,456137.50
129362.50,456112.50
125837.50,456087.50
135487.50,456087.50
136662.50,456087.50
135537.50,456037.50
135562.50,456037.50
136462.50,456037.50
125962.50,456012.50
136237.50,456012.50
136512.50,456012.50
136612.50,456012.50
137387.50,456012.50
135537.50,455987.50
136312.50,455987.50
136737.50,455987.50
134712.50,455962.50
135487.50,455962.50
135512.50,455962.50
135537.50,455962.50
135562.50,455962.50
136312.50,455962.50
137462.50,455962.50
137512.50,455962.50
125937.50,455937.50
134737.50,455937.50
134762.50,455937.50
135312.50,455937.50
135337.50,455937.50
135487.50,455937.50
135537.50,455937.50
136287.50,455937.50
136362.50,455937.50
137487.50,455937.50
136462.50,455912.50
136712.50,455912.50
136887.50,455912.50
125587.50,455887.50
136037.50,455887.50
136387.50,455887.50
136412.50,455887.50
136612.50,455887.50
125962.50,455862.50
134662.50,455862.50
135587.50,455862.50
136087.50,455862.50
125987.50,455837.50
135987.50,455837.50
135962.50,455812.50
136037.50,455812.50
136162.50,455812.50
136312.50,455812.50
136512.50,455812.50
136637.50,455812.50
136712.50,455812.50
136187.50,455787.50
136587.50,455787.50
136662.50,455787.50
136687.50,455787.50
137712.50,455787.50
136037.50,455762.50
136187.50,455762.50
135962.50,455737.50
135987.50,455737.50
137712.50,455737.50
137737.50,455737.50
135812.50,455712.50
136062.50,455712.50
137737.50,455712.50
135012.50,455687.50
135912.50,455687.50
136237.50,455687.50
136787.50,455687.50
137762.50,455687.50
135937.50,455662.50
136037.50,455662.50
136062.50,455662.50
136737.50,455662.50
137812.50,455662.50
142937.50,455637.50
136012.50,455612.50
132187.50,455537.50
132212.50,455537.50
132237.50,455537.50
134287.50,455487.50
134312.50,455487.50
134337.50,455412.50
137112.50,455412.50
131512.50,455387.50
138237.50,455212.50
129362.50,455187.50
140237.50,455137.50
135937.50,455112.50
136912.50,455087.50
136912.50,455062.50
136912.50,455012.50
136937.50,455012.50
136912.50,454962.50
138112.50,454962.50
136912.50,454937.50
136937.50,454937.50
137662.50,454937.50
137712.50,454937.50
136937.50,454912.50
137662.50,454912.50
136162.50,454762.50
131037.50,454637.50
131087.50,454637.50
131037.50,454612.50
136837.50,454562.50
138337.50,454537.50
138362.50,454537.50
136387.50,454462.50
134437.50,454437.50
136312.50,454387.50
136312.50,454362.50
136287.50,454337.50
136312.50,454337.50
136787.50,454287.50
136262.50,454262.50
136287.50,454137.50
136837.50,454137.50
134862.50,454112.50
134887.50,454112.50
134962.50,454087.50
135012.50,454062.50
135037.50,454062.50
134887.50,454037.50
134937.50,454037.50
134987.50,454037.50
134937.50,454012.50
136612.50,453962.50
136912.50,453862.50
136987.50,453862.50
136937.50,453837.50
136962.50,453837.50
136937.50,453812.50
137037.50,453812.50
136987.50,453787.50
137012.50,453787.50
137012.50,453762.50
136237.50,453737.50
135012.50,453637.50
136712.50,453412.50
142962.50,453412.50
142262.50,453337.50
142187.50,453312.50
142212.50,453312.50
142262.50,453312.50
142137.50,453287.50
142287.50,453287.50
142312.50,453287.50
142137.50,453237.50
135237.50,453212.50
135187.50,453187.50
135212.50,453187.50
135937.50,453187.50
136687.50,453187.50
135162.50,453162.50
136737.50,453162.50
136762.50,453162.50
137887.50,453037.50
137837.50,452987.50
137862.50,452987.50
137912.50,452987.50
137762.50,452962.50
137787.50,452962.50
137887.50,452962.50
142612.50,452912.50
140312.50,452837.50
138287.50,452737.50
134087.50,451737.50
134062.50,451712.50
134087.50,451712.50
125112.50,451087.50
133662.50,450437.50
133687.50,450412.50
133737.50,450362.50
134512.50,450012.50
140037.50,449837.50
133362.50,449812.50
140012.50,449812.50
140062.50,449787.50
139987.50,449687.50
139987.50,449662.50
140012.50,449662.50
138762.50,449637.50
140012.50,449637.50
140037.50,449637.50
139987.50,449587.50
139987.50,449562.50
140012.50,449537.50
140112.50,449537.50
134062.50,449512.50
134087.50,449512.50
134112.50,449512.50
140812.50,449337.50
140812.50,449312.50
133912.50,448987.50
133962.50,448962.50
134062.50,448937.50
134087.50,448937.50
134037.50,448912.50
134262.50,448912.50
134012.50,448887.50
131612.50,448837.50
131662.50,448837.50
131687.50,448837.50
131662.50,448812.50
139512.50,448787.50
139512.50,448762.50
139512.50,448737.50
139587.50,448737.50
139537.50,448712.50
132137.50,448612.50
130362.50,448312.50
133512.50,448162.50
131187.50,448137.50
131187.50,448112.50
131212.50,448112.50
131987.50,448112.50
131387.50,447937.50
134737.50,447837.50
134762.50,447762.50
140637.50,447712.50
131162.50,447687.50
131162.50,447662.50
140662.50,447662.50
132412.50,447562.50
132437.50,447537.50
136737.50,447487.50
